2025-10-20 16:16:30 INFO     fed278c4-f614-4379-b8b8-68c592f3e769
2025-10-20 16:16:40 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:16:40 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10043.406399898231, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"provider\": \"AZURE\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\", \"availabilityZone\": \"2\", \"diskState\": \"READY\", \"nodeType\": \"ELECTABLE\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957202, \"i\": 4}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:46:42Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957202, \"i\": 4}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:46:42Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:16:40 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:16:50 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10006.167399929836, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"nodeType\": \"ELECTABLE\", \"diskState\": \"READY\", \"availabilityZone\": \"3\", \"provider\": \"AZURE\", \"workloadType\": \"OPERATIONAL\", \"region\": \"INDIA_CENTRAL\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957212, \"i\": 2}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:46:52Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957212, \"i\": 2}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:46:52Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:16:50 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:16:50 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10008.573499973863, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"provider\": \"AZURE\", \"nodeType\": \"ELECTABLE\", \"region\": \"INDIA_CENTRAL\", \"availabilityZone\": \"2\", \"workloadType\": \"OPERATIONAL\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957212, \"i\": 2}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:46:52Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957212, \"i\": 2}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:46:52Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:16:50 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:16:50 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10073.107300093397, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c40e5ee0b64c7274b6fd\"}, \"counter\": 4}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"availabilityZone\": \"1\", \"workloadType\": \"OPERATIONAL\", \"region\": \"INDIA_CENTRAL\", \"diskState\": \"READY\", \"provider\": \"AZURE\", \"nodeType\": \"ELECTABLE\"}, \"me\": \"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957212, \"i\": 2}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:46:52Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957212, \"i\": 2}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:46:52Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:16:50 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:00 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10005.270099965855, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"provider\": \"AZURE\", \"availabilityZone\": \"3\", \"workloadType\": \"OPERATIONAL\", \"nodeType\": \"ELECTABLE\", \"diskState\": \"READY\", \"region\": \"INDIA_CENTRAL\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957222, \"i\": 6}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:02Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957222, \"i\": 6}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:02Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:00 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:00 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 9943.407099926844, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c40e5ee0b64c7274b6fd\"}, \"counter\": 4}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"provider\": \"AZURE\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\", \"diskState\": \"READY\", \"availabilityZone\": \"1\", \"nodeType\": \"ELECTABLE\"}, \"me\": \"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957222, \"i\": 6}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:02Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957222, \"i\": 6}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:02Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:00 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:00 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10009.20720002614, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"provider\": \"AZURE\", \"nodeType\": \"ELECTABLE\", \"region\": \"INDIA_CENTRAL\", \"availabilityZone\": \"2\", \"workloadType\": \"OPERATIONAL\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957222, \"i\": 6}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:02Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957222, \"i\": 6}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:02Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:17:00 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:10 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10009.15820011869, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"nodeType\": \"ELECTABLE\", \"region\": \"INDIA_CENTRAL\", \"provider\": \"AZURE\", \"workloadType\": \"OPERATIONAL\", \"availabilityZone\": \"3\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957232, \"i\": 1}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:12Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957232, \"i\": 1}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:12Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:10 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:10 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 9999.122000066563, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c40e5ee0b64c7274b6fd\"}, \"counter\": 4}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"workloadType\": \"OPERATIONAL\", \"region\": \"INDIA_CENTRAL\", \"availabilityZone\": \"1\", \"nodeType\": \"ELECTABLE\", \"provider\": \"AZURE\"}, \"me\": \"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957232, \"i\": 1}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:12Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957232, \"i\": 1}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:12Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:10 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:10 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10007.276799995452, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\", \"availabilityZone\": \"2\", \"provider\": \"AZURE\", \"nodeType\": \"ELECTABLE\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957232, \"i\": 1}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:12Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957232, \"i\": 1}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:12Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:17:10 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:20 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10008.972299983725, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"provider\": \"AZURE\", \"workloadType\": \"OPERATIONAL\", \"region\": \"INDIA_CENTRAL\", \"diskState\": \"READY\", \"nodeType\": \"ELECTABLE\", \"availabilityZone\": \"3\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957242, \"i\": 4}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:22Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957242, \"i\": 4}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:22Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:20 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:20 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10008.360199863091, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c40e5ee0b64c7274b6fd\"}, \"counter\": 4}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\", \"availabilityZone\": \"1\", \"nodeType\": \"ELECTABLE\", \"provider\": \"AZURE\"}, \"me\": \"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957242, \"i\": 4}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:22Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957242, \"i\": 4}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:22Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:20 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:20 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10004.186799982563, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"nodeType\": \"ELECTABLE\", \"diskState\": \"READY\", \"provider\": \"AZURE\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\", \"availabilityZone\": \"2\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957242, \"i\": 4}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:22Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957242, \"i\": 4}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:22Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:17:20 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
