GLNo,COBDate,FindPR,Sum of Princ Rec,Find,,,,,
GL080293/22,31032023,GL080293/223103202325000,25000,GL080293/223103202325000,,,,,
GL080297/22,31032023,GL080297/223103202325000,25000,GL080297/223103202325000,,,,,
GL080298/22,31032023,GL080298/22310320234500,4500,GL080298/22310320234500,,,,,
GL080299/22,31032023,GL080299/223103202325000,25000,GL080299/223103202325000,,,,,
GL080300/22,31032023,GL080300/22310320233500,3500,GL080300/22310320233500,,,,,
GL080303/22,31032023,GL080303/22310320235000,5000,GL080303/22310320235000,,,,,
GL080304/22,31032023,GL080304/223103202312000,12000,GL080304/223103202312000,,,,,
GL080305/22,31032023,GL080305/223103202310000,10000,GL080305/223103202310000,,,,,
GL080306/22,31032023,GL080306/223103202345800,45800,GL080306/223103202345800,,,,,
GL080308/22,31032023,GL080308/22310320235000,5000,GL080308/22310320235000,,,,,
GL080311/22,31032023,GL080311/2231032023131000,131000,GL080311/2231032023131000,,,,,
GL080312/22,31032023,GL080312/2231032023110000,110000,GL080312/2231032023110000,,,,,
GL080313/22,31032023,GL080313/223103202344000,44000,GL080313/223103202344000,,,,,
GL080314/22,31032023,GL080314/223103202390000,90000,GL080314/223103202390000,,,,,
GL080315/22,31032023,GL080315/223103202327000,27000,GL080315/223103202327000,,,,,
GL080316/22,31032023,GL080316/223103202339200,39200,GL080316/223103202339200,,,,,
GL080317/22,31032023,GL080317/223103202321000,21000,GL080317/223103202321000,,,,,
GL080318/22,31032023,GL080318/223103202313000,13000,GL080318/223103202313000,,,,,
GL080319/22,31032023,GL080319/22310320236000,6000,GL080319/22310320236000,,,,,
GL080320/22,31032023,GL080320/223103202370000,70000,GL080320/223103202370000,,,,,
GL080321/22,31032023,GL080321/223103202365000,65000,GL080321/223103202365000,,,,,
GL080322/22,31032023,GL080322/223103202315000,15000,GL080322/223103202315000,,,,,
GL080323/22,31032023,GL080323/22310320234500,4500,GL080323/22310320234500,,,,,
GL080324/22,31032023,GL080324/223103202315000,15000,GL080324/223103202315000,,,,,
GL080325/22,31032023,GL080325/223103202316000,16000,GL080325/223103202316000,,,,,
GL080326/22,31032023,GL080326/2231032023161000,161000,GL080326/2231032023161000,,,,,
GL080327/22,31032023,GL080327/223103202311000,11000,GL080327/223103202311000,,,,,
GL080329/22,31032023,GL080329/22310320236000,6000,GL080329/22310320236000,,,,,
GL080330/22,31032023,GL080330/223103202330000,30000,GL080330/223103202330000,,,,,
GL080331/22,31032023,GL080331/22310320239000,9000,GL080331/22310320239000,,,,,
GL080332/22,31032023,GL080332/223103202355000,55000,GL080332/223103202355000,,,,,
GL080333/22,31032023,GL080333/223103202313000,13000,GL080333/223103202313000,,,,,
GL080334/22,31032023,GL080334/22310320238000,8000,GL080334/22310320238000,,,,,
GL080335/22,31032023,GL080335/22310320239000,9000,GL080335/22310320239000,,,,,
GL080336/22,31032023,GL080336/223103202317600,17600,GL080336/223103202317600,,,,,
GL080337/22,31032023,GL080337/223103202315200,15200,GL080337/223103202315200,,,,,
GL080338/22,31032023,GL080338/223103202338000,38000,GL080338/223103202338000,,,,,
GL080339/22,31032023,GL080339/22310320235000,5000,GL080339/22310320235000,,,,,
GL080340/22,31032023,GL080340/2231032023110000,110000,GL080340/2231032023110000,,,,,
GL080341/22,31032023,GL080341/223103202314000,14000,GL080341/223103202314000,,,,,
GL080345/22,31032023,GL080345/223103202324000,24000,GL080345/223103202324000,,,,,
GL080347/22,31032023,GL080347/223103202325000,25000,GL080347/223103202325000,,,,,
GL080348/22,31032023,GL080348/223103202335000,35000,GL080348/223103202335000,,,,,
GL080350/22,31032023,GL080350/223103202329000,29000,GL080350/223103202329000,,,,,
GL080352/22,31032023,GL080352/223103202322000,22000,GL080352/223103202322000,,,,,
GL080353/22,31032023,GL080353/223103202360000,60000,GL080353/223103202360000,,,,,
GL080355/22,31032023,GL080355/223103202330000,30000,GL080355/223103202330000,,,,,
GL080357/22,31032023,GL080357/223103202325000,25000,GL080357/223103202325000,,,,,
GL080358/22,31032023,GL080358/223103202320000,20000,GL080358/223103202320000,,,,,
GL080359/22,31032023,GL080359/223103202318000,18000,GL080359/223103202318000,,,,,
GL080360/22,31032023,GL080360/22310320236000,6000,GL080360/22310320236000,,,,,
GL080361/22,31032023,GL080361/22310320233000,3000,GL080361/22310320233000,,,,,
GL080362/22,31032023,GL080362/223103202330000,30000,GL080362/223103202330000,,,,,
GL080363/22,31032023,GL080363/223103202323000,23000,GL080363/223103202323000,,,,,
GL080364/22,31032023,GL080364/223103202325000,25000,GL080364/223103202325000,,,,,
GL080365/22,31032023,GL080365/223103202310000,10000,GL080365/223103202310000,,,,,
GL080366/22,31032023,GL080366/223103202312500,12500,GL080366/223103202312500,,,,,
GL080367/22,31032023,GL080367/223103202315000,15000,GL080367/223103202315000,,,,,
GL080368/22,31032023,GL080368/223103202365000,65000,GL080368/223103202365000,,,,,
GL080369/22,31032023,GL080369/223103202319000,19000,GL080369/223103202319000,,,,,
GL080370/22,31032023,GL080370/223103202350000,50000,GL080370/223103202350000,,,,,
GL080371/22,31032023,GL080371/223103202335000,35000,GL080371/223103202335000,,,,,
GL080373/22,31032023,GL080373/223103202322000,22000,GL080373/223103202322000,,,,,
GL080374/22,31032023,GL080374/223103202316000,16000,GL080374/223103202316000,,,,,
GL080375/22,31032023,GL080375/223103202343000,43000,GL080375/223103202343000,,,,,
GL080376/22,31032023,GL080376/223103202310000,10000,GL080376/223103202310000,,,,,
GL080377/22,31032023,GL080377/223103202325000,25000,GL080377/223103202325000,,,,,
GL080378/22,31032023,GL080378/22310320237000,7000,GL080378/22310320237000,,,,,
GL080379/22,31032023,GL080379/22310320233000,3000,GL080379/22310320233000,,,,,
GL080381/22,31032023,GL080381/223103202331000,31000,GL080381/223103202331000,,,,,
GL080382/22,31032023,GL080382/223103202345000,45000,GL080382/223103202345000,,,,,
GL080383/22,31032023,GL080383/223103202325000,25000,GL080383/223103202325000,,,,,
GL080384/22,31032023,GL080384/22310320237500,7500,GL080384/22310320237500,,,,,
GL080385/22,31032023,GL080385/22310320235000,5000,GL080385/22310320235000,,,,,
GL080386/22,31032023,GL080386/22310320236000,6000,GL080386/22310320236000,,,,,
GL080387/22,31032023,GL080387/22310320238500,8500,GL080387/22310320238500,,,,,
GL080388/22,31032023,GL080388/22310320231000,1000,GL080388/22310320231000,,,,,
GL080390/22,31032023,GL080390/223103202312000,12000,GL080390/223103202312000,,,,,
GL080392/22,31032023,GL080392/223103202312000,12000,GL080392/223103202312000,,,,,
GL080393/22,31032023,GL080393/223103202332000,32000,GL080393/223103202332000,,,,,
GL080394/22,31032023,GL080394/223103202330000,30000,GL080394/223103202330000,,,,,
GL080395/22,31032023,GL080395/223103202310000,10000,GL080395/223103202310000,,,,,
GL080396/22,31032023,GL080396/223103202313000,13000,GL080396/223103202313000,,,,,
GL080397/22,31032023,GL080397/223103202353000,53000,GL080397/223103202353000,,,,,
GL080398/22,31032023,GL080398/2231032023138500,138500,GL080398/2231032023138500,,,,,
GL080399/22,31032023,GL080399/223103202325000,25000,GL080399/223103202325000,,,,,
GL080400/22,31032023,GL080400/223103202322000,22000,GL080400/223103202322000,,,,,
GL080401/22,31032023,GL080401/223103202320000,20000,GL080401/223103202320000,,,,,
GL080402/22,31032023,GL080402/223103202337000,37000,GL080402/223103202337000,,,,,
GL080403/22,31032023,GL080403/223103202313400,13400,GL080403/223103202313400,,,,,
GL080404/22,31032023,GL080404/223103202333000,33000,GL080404/223103202333000,,,,,
GL080405/22,31032023,GL080405/223103202317500,17500,GL080405/223103202317500,,,,,
GL080406/22,31032023,GL080406/223103202313000,13000,GL080406/223103202313000,,,,,
GL080408/22,31032023,GL080408/223103202317000,17000,GL080408/223103202317000,,,,,
GL080409/22,31032023,GL080409/22310320235500,5500,GL080409/22310320235500,,,,,
GL080410/22,31032023,GL080410/223103202310000,10000,GL080410/223103202310000,,,,,
GL080411/22,31032023,GL080411/223103202322000,22000,GL080411/223103202322000,,,,,
GL080412/22,31032023,GL080412/22310320237000,7000,GL080412/22310320237000,,,,,
GL080413/22,31032023,GL080413/223103202316500,16500,GL080413/223103202316500,,,,,
GL080416/22,31032023,GL080416/223103202320000,20000,GL080416/223103202320000,,,,,
GL080417/22,31032023,GL080417/223103202337000,37000,GL080417/223103202337000,,,,,
GL080418/22,31032023,GL080418/22310320236500,6500,GL080418/22310320236500,,,,,
GL080420/22,31032023,GL080420/22310320233000,3000,GL080420/22310320233000,,,,,
GL080421/22,31032023,GL080421/22310320236000,6000,GL080421/22310320236000,,,,,
GL080422/22,31032023,GL080422/223103202352000,52000,GL080422/223103202352000,,,,,
GL080423/22,31032023,GL080423/22310320238500,8500,GL080423/22310320238500,,,,,
GL080424/22,31032023,GL080424/22310320235500,5500,GL080424/22310320235500,,,,,
GL080425/22,31032023,GL080425/223103202312000,12000,GL080425/223103202312000,,,,,
GL080426/22,31032023,GL080426/22310320236000,6000,GL080426/22310320236000,,,,,
GL080427/22,31032023,GL080427/223103202325000,25000,GL080427/223103202325000,,,,,
GL080429/22,31032023,GL080429/223103202317500,17500,GL080429/223103202317500,,,,,
GL080430/22,31032023,GL080430/22310320237500,7500,GL080430/22310320237500,,,,,
GL080433/22,31032023,GL080433/223103202330000,30000,GL080433/223103202330000,,,,,
GL080434/22,31032023,GL080434/223103202310000,10000,GL080434/223103202310000,,,,,
GL080435/22,31032023,GL080435/223103202353000,53000,GL080435/223103202353000,,,,,
GL080437/22,31032023,GL080437/223103202340000,40000,GL080437/223103202340000,,,,,
GL080438/22,31032023,GL080438/22310320237000,7000,GL080438/22310320237000,,,,,
GL080439/22,31032023,GL080439/223103202310000,10000,GL080439/223103202310000,,,,,
GL080440/22,31032023,GL080440/223103202326000,26000,GL080440/223103202326000,,,,,
GL080441/22,31032023,GL080441/223103202330000,30000,GL080441/223103202330000,,,,,
GL080442/22,31032023,GL080442/223103202339500,39500,GL080442/223103202339500,,,,,
GL080443/22,31032023,GL080443/223103202342000,42000,GL080443/223103202342000,,,,,
GL080444/22,31032023,GL080444/223103202331000,31000,GL080444/223103202331000,,,,,
GL080445/22,31032023,GL080445/22310320231500,1500,GL080445/22310320231500,,,,,
GL080446/22,31032023,GL080446/22310320234000,4000,GL080446/22310320234000,,,,,
GL080447/22,31032023,GL080447/223103202345000,45000,GL080447/223103202345000,,,,,
GL080448/22,31032023,GL080448/223103202324000,24000,GL080448/223103202324000,,,,,
GL080449/22,31032023,GL080449/223103202336000,36000,GL080449/223103202336000,,,,,
GL080450/22,31032023,GL080450/223103202320000,20000,GL080450/223103202320000,,,,,
GL080451/22,31032023,GL080451/22310320235000,5000,GL080451/22310320235000,,,,,
GL080452/22,31032023,GL080452/223103202326000,26000,GL080452/223103202326000,,,,,
GL080453/22,31032023,GL080453/223103202340000,40000,GL080453/223103202340000,,,,,
GL080454/22,31032023,GL080454/223103202313500,13500,GL080454/223103202313500,,,,,
GL080455/22,31032023,GL080455/223103202325000,25000,GL080455/223103202325000,,,,,
GL080456/22,31032023,GL080456/22310320234000,4000,GL080456/22310320234000,,,,,
GL080458/22,31032023,GL080458/223103202312000,12000,GL080458/223103202312000,,,,,
GL080459/22,31032023,GL080459/223103202381000,81000,GL080459/223103202381000,,,,,
GL080460/22,31032023,GL080460/223103202320000,20000,GL080460/223103202320000,,,,,
GL080461/22,31032023,GL080461/223103202320000,20000,GL080461/223103202320000,,,,,
GL080462/22,31032023,GL080462/22310320239500,9500,GL080462/22310320239500,,,,,
GL080463/22,31032023,GL080463/223103202386000,86000,GL080463/223103202386000,,,,,
GL080464/22,31032023,GL080464/22310320233000,3000,GL080464/22310320233000,,,,,
GL080465/22,31032023,GL080465/223103202320000,20000,GL080465/223103202320000,,,,,
GL080466/22,31032023,GL080466/22310320238800,8800,GL080466/22310320238800,,,,,
GL080467/22,31032023,GL080467/22310320236000,6000,GL080467/22310320236000,,,,,
GL080468/22,31032023,GL080468/223103202320000,20000,GL080468/223103202320000,,,,,
GL080469/22,31032023,GL080469/2231032023500,500,GL080469/2231032023500,,,,,
GL080470/22,31032023,GL080470/2231032023104000,104000,GL080470/2231032023104000,,,,,
GL080473/22,31032023,GL080473/22310320239000,9000,GL080473/22310320239000,,,,,
GL080474/22,31032023,GL080474/223103202311000,11000,GL080474/223103202311000,,,,,
GL080475/22,31032023,GL080475/22310320233000,3000,GL080475/22310320233000,,,,,
GL080476/22,31032023,GL080476/223103202320000,20000,GL080476/223103202320000,,,,,
GL080477/22,31032023,GL080477/223103202346000,46000,GL080477/223103202346000,,,,,
GL080478/22,31032023,GL080478/223103202335000,35000,GL080478/223103202335000,,,,,
GL080480/22,31032023,GL080480/223103202329000,29000,GL080480/223103202329000,,,,,
GL080481/22,31032023,GL080481/22310320235000,5000,GL080481/22310320235000,,,,,
GL080482/22,31032023,GL080482/223103202327000,27000,GL080482/223103202327000,,,,,
GL080483/22,31032023,GL080483/223103202310000,10000,GL080483/223103202310000,,,,,
GL080484/22,31032023,GL080484/223103202313000,13000,GL080484/223103202313000,,,,,
GL080485/22,31032023,GL080485/223103202324000,24000,GL080485/223103202324000,,,,,
GL080486/22,31032023,GL080486/223103202312000,12000,GL080486/223103202312000,,,,,
GL080488/22,31032023,GL080488/223103202316600,16600,GL080488/223103202316600,,,,,
GL080489/22,31032023,GL080489/223103202340500,40500,GL080489/223103202340500,,,,,
GL080490/22,31032023,GL080490/223103202324000,24000,GL080490/223103202324000,,,,,
GL080491/22,31032023,GL080491/2231032023100000,100000,GL080491/2231032023100000,,,,,
GL080492/22,31032023,GL080492/22310320235000,5000,GL080492/22310320235000,,,,,
GL080494/22,31032023,GL080494/223103202325000,25000,GL080494/223103202325000,,,,,
GL080495/22,31032023,GL080495/223103202316000,16000,GL080495/223103202316000,,,,,
GL080496/22,31032023,GL080496/223103202352000,52000,GL080496/223103202352000,,,,,
GL080497/22,31032023,GL080497/2231032023194000,194000,GL080497/2231032023194000,,,,,
GL080499/22,31032023,GL080499/223103202315000,15000,GL080499/223103202315000,,,,,
GL080500/22,31032023,GL080500/223103202342000,42000,GL080500/223103202342000,,,,,
GL080501/22,31032023,GL080501/223103202311000,11000,GL080501/223103202311000,,,,,
GL080502/22,31032023,GL080502/223103202321500,21500,GL080502/223103202321500,,,,,
GL080503/22,31032023,GL080503/223103202335500,35500,GL080503/223103202335500,,,,,
GL080504/22,31032023,GL080504/22310320237000,7000,GL080504/22310320237000,,,,,
GL080506/22,31032023,GL080506/223103202372000,72000,GL080506/223103202372000,,,,,
GL080507/22,31032023,GL080507/223103202317000,17000,GL080507/223103202317000,,,,,
GL080508/22,31032023,GL080508/223103202325000,25000,GL080508/223103202325000,,,,,
GL080509/22,31032023,GL080509/223103202317000,17000,GL080509/223103202317000,,,,,
GL080510/22,31032023,GL080510/223103202320000,20000,GL080510/223103202320000,,,,,
GL080511/22,31032023,GL080511/223103202318000,18000,GL080511/223103202318000,,,,,
GL080513/22,31032023,GL080513/223103202318000,18000,GL080513/223103202318000,,,,,
GL080515/22,31032023,GL080515/223103202320000,20000,GL080515/223103202320000,,,,,
GL080516/22,31032023,GL080516/22310320235000,5000,GL080516/22310320235000,,,,,
GL080518/22,31032023,GL080518/223103202342000,42000,GL080518/223103202342000,,,,,
GL080519/22,31032023,GL080519/223103202326000,26000,GL080519/223103202326000,,,,,
GL080520/22,31032023,GL080520/223103202387000,87000,GL080520/223103202387000,,,,,
GL080521/22,31032023,GL080521/223103202310000,10000,GL080521/223103202310000,,,,,
GL080523/22,31032023,GL080523/223103202342000,42000,GL080523/223103202342000,,,,,
GL080524/22,31032023,GL080524/22310320236000,6000,GL080524/22310320236000,,,,,
GL080525/22,31032023,GL080525/223103202313000,13000,GL080525/223103202313000,,,,,
GL080526/22,31032023,GL080526/223103202315000,15000,GL080526/223103202315000,,,,,
GL080528/22,31032023,GL080528/223103202325000,25000,GL080528/223103202325000,,,,,
GL080529/22,31032023,GL080529/22310320235000,5000,GL080529/22310320235000,,,,,
GL080530/22,31032023,GL080530/2231032023135000,135000,GL080530/2231032023135000,,,,,
GL080531/22,31032023,GL080531/2231032023135000,135000,GL080531/2231032023135000,,,,,
GL080532/22,31032023,GL080532/223103202320000,20000,GL080532/223103202320000,,,,,
GL080534/22,31032023,GL080534/223103202311000,11000,GL080534/223103202311000,,,,,
GL080536/22,31032023,GL080536/223103202320000,20000,GL080536/223103202320000,,,,,
GL080539/22,31032023,GL080539/223103202310500,10500,GL080539/223103202310500,,,,,
GL080540/22,31032023,GL080540/22310320239000,9000,GL080540/22310320239000,,,,,
GL080541/22,31032023,GL080541/22310320236000,6000,GL080541/22310320236000,,,,,
GL080542/22,31032023,GL080542/223103202326000,26000,GL080542/223103202326000,,,,,
GL080543/22,31032023,GL080543/22310320232400,2400,GL080543/22310320232400,,,,,
GL080544/22,31032023,GL080544/223103202317000,17000,GL080544/223103202317000,,,,,
GL080546/22,31032023,GL080546/22310320237000,7000,GL080546/22310320237000,,,,,
GL080547/22,31032023,GL080547/223103202312000,12000,GL080547/223103202312000,,,,,
GL080548/22,31032023,GL080548/223103202362000,62000,GL080548/223103202362000,,,,,
GL080549/22,31032023,GL080549/223103202312000,12000,GL080549/223103202312000,,,,,
GL080550/22,31032023,GL080550/223103202326000,26000,GL080550/223103202326000,,,,,
GL080551/22,31032023,GL080551/223103202350000,50000,GL080551/223103202350000,,,,,
GL080552/22,31032023,GL080552/22310320235000,5000,GL080552/22310320235000,,,,,
GL080554/22,31032023,GL080554/22310320236000,6000,GL080554/22310320236000,,,,,
GL080555/22,31032023,GL080555/223103202340000,40000,GL080555/223103202340000,,,,,
GL080556/22,31032023,GL080556/223103202315000,15000,GL080556/223103202315000,,,,,
GL080557/22,31032023,GL080557/22310320238500,8500,GL080557/22310320238500,,,,,
GL080558/22,31032023,GL080558/223103202312000,12000,GL080558/223103202312000,,,,,
GL080559/22,31032023,GL080559/223103202318000,18000,GL080559/223103202318000,,,,,
GL080560/22,31032023,GL080560/223103202330000,30000,GL080560/223103202330000,,,,,
GL080563/22,31032023,GL080563/223103202350000,50000,GL080563/223103202350000,,,,,
GL080564/22,31032023,GL080564/223103202355200,55200,GL080564/223103202355200,,,,,
GL080566/22,31032023,GL080566/223103202310000,10000,GL080566/223103202310000,,,,,
GL080567/22,31032023,GL080567/223103202319500,19500,GL080567/223103202319500,,,,,
GL080569/22,31032023,GL080569/223103202340000,40000,GL080569/223103202340000,,,,,
GL080571/22,31032023,GL080571/223103202310000,10000,GL080571/223103202310000,,,,,
GL080572/22,31032023,GL080572/223103202330000,30000,GL080572/223103202330000,,,,,
GL080573/22,31032023,GL080573/223103202350000,50000,GL080573/223103202350000,,,,,
GL080574/22,31032023,GL080574/223103202315000,15000,GL080574/223103202315000,,,,,
GL080575/22,31032023,GL080575/223103202385000,85000,GL080575/223103202385000,,,,,
GL080576/22,31032023,GL080576/223103202313000,13000,GL080576/223103202313000,,,,,
GL080577/22,31032023,GL080577/223103202350000,50000,GL080577/223103202350000,,,,,
GL080578/22,31032023,GL080578/223103202325500,25500,GL080578/223103202325500,,,,,
GL080580/22,31032023,GL080580/22310320234000,4000,GL080580/22310320234000,,,,,
GL080581/22,31032023,GL080581/223103202315000,15000,GL080581/223103202315000,,,,,
GL080583/22,31032023,GL080583/223103202325600,25600,GL080583/223103202325600,,,,,
GL080585/22,31032023,GL080585/223103202328000,28000,GL080585/223103202328000,,,,,
GL080586/22,31032023,GL080586/223103202325000,25000,GL080586/223103202325000,,,,,
GL080588/22,31032023,GL080588/223103202325000,25000,GL080588/223103202325000,,,,,
GL080589/22,31032023,GL080589/223103202321500,21500,GL080589/223103202321500,,,,,
GL080590/22,31032023,GL080590/22310320235000,5000,GL080590/22310320235000,,,,,
GL080592/22,31032023,GL080592/223103202313500,13500,GL080592/223103202313500,,,,,
GL080593/22,31032023,GL080593/2231032023177000,177000,GL080593/2231032023177000,,,,,
GL080594/22,31032023,GL080594/223103202310000,10000,GL080594/223103202310000,,,,,
GL080595/22,31032023,GL080595/223103202355000,55000,GL080595/223103202355000,,,,,
GL080596/22,31032023,GL080596/223103202324000,24000,GL080596/223103202324000,,,,,
GL080598/22,31032023,GL080598/223103202326500,26500,GL080598/223103202326500,,,,,
GL080599/22,31032023,GL080599/223103202312000,12000,GL080599/223103202312000,,,,,
GL080600/22,31032023,GL080600/22310320233000,3000,GL080600/22310320233000,,,,,
GL080601/22,31032023,GL080601/223103202351000,51000,GL080601/223103202351000,,,,,
GL080602/22,31032023,GL080602/223103202324000,24000,GL080602/223103202324000,,,,,
GL080603/22,31032023,GL080603/223103202320000,20000,GL080603/223103202320000,,,,,
GL080604/22,31032023,GL080604/223103202332000,32000,GL080604/223103202332000,,,,,
GL080605/22,31032023,GL080605/223103202318000,18000,GL080605/223103202318000,,,,,
GL080606/22,31032023,GL080606/223103202386000,86000,GL080606/223103202386000,,,,,
GL080608/22,31032023,GL080608/223103202320000,20000,GL080608/223103202320000,,,,,
GL080609/22,31032023,GL080609/22310320235500,5500,GL080609/22310320235500,,,,,
GL080610/22,31032023,GL080610/223103202315000,15000,GL080610/223103202315000,,,,,
GL080611/22,31032023,GL080611/223103202338000,38000,GL080611/223103202338000,,,,,
GL080612/22,31032023,GL080612/223103202319000,19000,GL080612/223103202319000,,,,,
GL080613/22,31032023,GL080613/22310320237500,7500,GL080613/22310320237500,,,,,
GL080614/22,31032023,GL080614/223103202335000,35000,GL080614/223103202335000,,,,,
GL080615/22,31032023,GL080615/22310320237500,7500,GL080615/22310320237500,,,,,
GL080618/22,31032023,GL080618/223103202351000,51000,GL080618/223103202351000,,,,,
GL080619/22,31032023,GL080619/223103202324000,24000,GL080619/223103202324000,,,,,
GL080620/22,31032023,GL080620/22310320238500,8500,GL080620/22310320238500,,,,,
GL080621/22,31032023,GL080621/2231032023150000,150000,GL080621/2231032023150000,,,,,
GL080622/22,31032023,GL080622/2231032023150000,150000,GL080622/2231032023150000,,,,,
GL080623/22,31032023,GL080623/223103202315000,15000,GL080623/223103202315000,,,,,
GL080624/22,31032023,GL080624/223103202312500,12500,GL080624/223103202312500,,,,,
GL080625/22,31032023,GL080625/22310320235000,5000,GL080625/22310320235000,,,,,
GL080626/22,31032023,GL080626/22310320235000,5000,GL080626/22310320235000,,,,,
GL080628/22,31032023,GL080628/2231032023100000,100000,GL080628/2231032023100000,,,,,
GL080630/22,31032023,GL080630/223103202320000,20000,GL080630/223103202320000,,,,,
GL080631/22,31032023,GL080631/223103202310000,10000,GL080631/223103202310000,,,,,
GL080632/22,31032023,GL080632/223103202325000,25000,GL080632/223103202325000,,,,,
GL080634/22,31032023,GL080634/223103202319000,19000,GL080634/223103202319000,,,,,
GL080635/22,31032023,GL080635/223103202317000,17000,GL080635/223103202317000,,,,,
GL080637/22,31032023,GL080637/223103202312000,12000,GL080637/223103202312000,,,,,
GL080638/22,31032023,GL080638/223103202350000,50000,GL080638/223103202350000,,,,,
GL080639/22,31032023,GL080639/22310320237000,7000,GL080639/22310320237000,,,,,
GL080641/22,31032023,GL080641/223103202393000,93000,GL080641/223103202393000,,,,,
GL080642/22,31032023,GL080642/223103202320000,20000,GL080642/223103202320000,,,,,
GL080643/22,31032023,GL080643/22310320234000,4000,GL080643/22310320234000,,,,,
GL080644/22,31032023,GL080644/223103202325000,25000,GL080644/223103202325000,,,,,
GL080645/22,31032023,GL080645/223103202312000,12000,GL080645/223103202312000,,,,,
GL080646/22,31032023,GL080646/22310320234000,4000,GL080646/22310320234000,,,,,
GL080647/22,31032023,GL080647/223103202310000,10000,GL080647/223103202310000,,,,,
GL080650/22,31032023,GL080650/223103202327200,27200,GL080650/223103202327200,,,,,
GL080651/22,31032023,GL080651/223103202373000,73000,GL080651/223103202373000,,,,,
GL080652/22,31032023,GL080652/223103202312000,12000,GL080652/223103202312000,,,,,
GL080654/22,31032023,GL080654/2231032023167000,167000,GL080654/2231032023167000,,,,,
GL080655/22,31032023,GL080655/2231032023158000,158000,GL080655/2231032023158000,,,,,
GL080656/22,31032023,GL080656/223103202325000,25000,GL080656/223103202325000,,,,,
GL080657/22,31032023,GL080657/223103202371600,71600,GL080657/223103202371600,,,,,
GL080658/22,31032023,GL080658/223103202334000,34000,GL080658/223103202334000,,,,,
GL080660/22,31032023,GL080660/22310320234000,4000,GL080660/22310320234000,,,,,
GL080661/22,31032023,GL080661/223103202318000,18000,GL080661/223103202318000,,,,,
GL080663/22,31032023,GL080663/223103202320000,20000,GL080663/223103202320000,,,,,
GL080664/22,31032023,GL080664/22310320235000,5000,GL080664/22310320235000,,,,,
GL080665/22,31032023,GL080665/223103202360500,60500,GL080665/223103202360500,,,,,
GL080666/22,31032023,GL080666/22310320239500,9500,GL080666/22310320239500,,,,,
GL080667/22,31032023,GL080667/223103202340000,40000,GL080667/223103202340000,,,,,
GL080668/22,31032023,GL080668/223103202320000,20000,GL080668/223103202320000,,,,,
GL080670/22,31032023,GL080670/22310320233000,3000,GL080670/22310320233000,,,,,
GL080671/22,31032023,GL080671/223103202312500,12500,GL080671/223103202312500,,,,,
GL080672/22,31032023,GL080672/22310320236000,6000,GL080672/22310320236000,,,,,
GL080674/22,31032023,GL080674/223103202350000,50000,GL080674/223103202350000,,,,,
GL080676/22,31032023,GL080676/223103202320500,20500,GL080676/223103202320500,,,,,
GL080677/22,31032023,GL080677/22310320235000,5000,GL080677/22310320235000,,,,,
GL080678/22,31032023,GL080678/223103202359000,59000,GL080678/223103202359000,,,,,
GL080679/22,31032023,GL080679/223103202315000,15000,GL080679/223103202315000,,,,,
GL080680/22,31032023,GL080680/223103202310000,10000,GL080680/223103202310000,,,,,
GL080681/22,31032023,GL080681/22310320238200,8200,GL080681/22310320238200,,,,,
GL080682/22,31032023,GL080682/223103202325000,25000,GL080682/223103202325000,,,,,
GL080683/22,31032023,GL080683/223103202385000,85000,GL080683/223103202385000,,,,,
GL080684/22,31032023,GL080684/22310320235000,5000,GL080684/22310320235000,,,,,
GL080685/22,31032023,GL080685/223103202335000,35000,GL080685/223103202335000,,,,,
GL080686/22,31032023,GL080686/223103202314500,14500,GL080686/223103202314500,,,,,
GL080687/22,31032023,GL080687/223103202321000,21000,GL080687/223103202321000,,,,,
GL080688/22,31032023,GL080688/223103202322000,22000,GL080688/223103202322000,,,,,
GL080689/22,31032023,GL080689/223103202324000,24000,GL080689/223103202324000,,,,,
GL080690/22,31032023,GL080690/223103202333000,33000,GL080690/223103202333000,,,,,
GL080691/22,31032023,GL080691/223103202330000,30000,GL080691/223103202330000,,,,,
GL080692/22,31032023,GL080692/223103202313000,13000,GL080692/223103202313000,,,,,
GL080693/22,31032023,GL080693/22310320233000,3000,GL080693/22310320233000,,,,,
GL080694/22,31032023,GL080694/22310320239000,9000,GL080694/22310320239000,,,,,
GL080695/22,31032023,GL080695/223103202340000,40000,GL080695/223103202340000,,,,,
GL080696/22,31032023,GL080696/223103202331500,31500,GL080696/223103202331500,,,,,
GL080698/22,31032023,GL080698/223103202310000,10000,GL080698/223103202310000,,,,,
GL080699/22,31032023,GL080699/223103202329000,29000,GL080699/223103202329000,,,,,
GL080700/22,31032023,GL080700/223103202341000,41000,GL080700/223103202341000,,,,,
GL080701/22,31032023,GL080701/22310320237000,7000,GL080701/22310320237000,,,,,
GL080703/22,31032023,GL080703/2231032023140000,140000,GL080703/2231032023140000,,,,,
GL080704/22,31032023,GL080704/223103202314500,14500,GL080704/223103202314500,,,,,
GL080705/22,31032023,GL080705/22310320235000,5000,GL080705/22310320235000,,,,,
GL080706/22,31032023,GL080706/22310320231500,1500,GL080706/22310320231500,,,,,
GL080707/22,31032023,GL080707/22310320237000,7000,GL080707/22310320237000,,,,,
GL080709/22,31032023,GL080709/223103202310000,10000,GL080709/223103202310000,,,,,
